t-init-mean,t-init-sd,t-Lloyd-mean,t-Lloyd-sd
20.272,0.5523723381922745,116.85400000000001,4.3449212651094165
12.788,0.1464895900738342,64.69,1.2899550379761304
10.492,0.1406100992105475,34.662,1.210654038113284
13.622,0.21696820043499454,39.012,0.9155474864800842
18.258,0.35724949265184397,38.456,1.7194012911475904
29.955999999999996,0.6139420168061471,44.704,1.1815332411743646
